21120012,Tran Thi,Tuyet,8/5/2003,Nu,125468
21120013,Luong Gia,Dao,22/8/2003,Nu,917280
21120014,Dang Vinh,Lam,13/3/2003,Nam,196839
21120015,Ho Xuan,Ngoc,27/1/2003,Nu,749839
21120016,Chau Thanh,Cam,22/3/2003,Nu,650577
21120017,Luong Gia,Trang,8/7/2003,Nu,860680
21120018,Quach Tuan,Ha,27/9/2003,Nam,330363
21120019,Huynh Thi,Ha,17/5/2003,Nu,567790
21120020,Vu Tuan,Minh,27/4/2003,Nam,353028
21120021,Vo Thi,Ngoc,20/11/2003,Nu,977279
21120022,Mai Thua,Nam,7/4/2003,Nam,482876
21120023,Ngo Cao Ngoc,Phuong,30/11/2003,Nu,397083
21120024,Ngo Cao Ngoc,Nhi,6/5/2003,Nu,518333
21125001,Cao Anh,Trang,13/1/2003,Nu,438970
21125002,Tran Thi,Huong,5/7/2003,Nu,397660
21125003,Vo Cao,Phong,17/8/2003,Nam,353659
21125004,Tran Thi,Mai,22/3/2003,Nu,627336
21125005,Trinh Thanh,Tuan,1/9/2003,Nam,453097
21125006,Trinh Thanh,Dat,15/3/2003,Nam,500216
21125007,Doan Thanh,Thien,16/1/2003,Nam,115516
21125008,Vo Thi,Uyen,5/1/2003,Nu,581874
21125009,Duong Dinh,Vu,27/1/2003,Nam,519206
21125010,Duong Dinh,Dat,10/12/2003,Nam,419283
21125011,Hua Vinh,Tung,7/4/2003,Nam,451708
21125012,Tu Quang,Minh,15/2/2003,Nam,874689
21125013,Le Tuan,Son,8/3/2003,Nam,253967
21125014,Vu Tuan,Huy,8/11/2003,Nam,528746
21125015,Do Hung,Tuan,2/5/2003,Nam,282931
21125016,Tu Quang,Tung,13/9/2003,Nam,335530
21125017,Dang Kieu,Trang,26/11/2003,Nu,397077
21125018,Dinh Uyeng,Van,6/10/2003,Nu,203369
21125019,Cao Anh,Bich,9/4/2003,Nu,359248
21125020,Lam Vu,Binh,28/12/2003,Nam,177764
21125021,Hoang Minh,Tung,6/1/2003,Nam,112122
21125022,Luong Gia,Van,8/12/2003,Nu,116707
21125023,Phung Thi,Hien,1/3/2003,Nu,132825
21125024,Ha Ho,Huong,30/3/2003,Nu,109771
21126001,Duong Dinh,Hoang,7/11/2003,Nam,487560
21126002,Pham Hoai,Huy,15/1/2003,Nam,940354
21126003,To Quach,Ha,3/8/2003,Nam,917883
21126004,Ngo,Son,27/5/2003,Nam,341856
21126005,Huynh Van,Nam,5/2/2003,Nam,240666
21126006,Quach Tuan,Nam,12/9/2003,Nam,434759
21126007,Ho Quy,Trung,22/7/2003,Nam,289314
21126008,Vu Ngoc,Ha,10/2/2003,Nu,964265
21126009,Hua Vinh,Khanh,3/11/2003,Nam,866032
21126010,Dinh Uyeng,Hanh,22/5/2003,Nu,510596
21126011,To Huynh,Van,24/1/2003,Nu,310928
21126012,Phung Van,Hoang,4/8/2003,Nam,896745
21126013,Pham Hoai,Vinh,13/6/2003,Nam,344724
21126014,Hoang Chau,Diem,11/12/2003,Nu,571734
21126015,Chau Thanh,Cam,30/8/2003,Nu,796423
21126016,Le Tuan,Phong,23/7/2003,Nam,746792
21126017,Truong Ngoc,Linh,27/8/2003,Nu,523734
21126018,Chau Thanh,Dat,16/11/2003,Nam,526449
21126019,Tu Quang,Vinh,30/3/2003,Nam,698037
21126020,Dinh Van,Huy,19/3/2003,Nam,209443
21126021,Duong Dinh,Thanh,3/1/2003,Nam,348564
21126022,Dinh Uyeng,Tuyet,13/9/2003,Nu,828669
21126023,Luu Ngoc,Ly,5/6/2003,Nu,729209
21126024,Duong Tran,Yen,4/9/2003,Nu,454861
21127001,Ngo,Vu,12/12/2003,Nam,150373
21127002,Cao Vu,Nghia,19/4/2003,Nam,739546
21127003,Chau Thanh,Tuan,25/3/2003,Nam,955111
21127004,Truong Thanh,Thanh,14/7/2003,Nam,540547
21127005,Huynh Thi,Nhi,27/3/2003,Nu,277200
21127006,Chau Thanh,Binh,1/5/2003,Nam,239676
21127007,Thai My,Lam,12/2/2003,Nam,934606
21127008,Phung Thi,Tuyet,4/9/2003,Nu,703774
21127009,Ha Ho,Cam,13/4/2003,Nu,978372
21127010,Doan Thanh,Dung,16/11/2003,Nam,165559
21127011,Ha Giang,Ha,22/6/2003,Nam,421882
21127012,Dao Anh,Van,11/9/2003,Nu,275826
21127013,Vu Ngoc,Trang,26/1/2003,Nu,401650
21127014,Hoang Minh,Quan,5/10/2003,Nam,398239
21127015,Ho Quy,Long,24/9/2003,Nam,670548
21127016,Trinh Thanh,Long,26/4/2003,Nam,835168
21127017,Chau Thanh,Tuyet,22/4/2003,Nu,123343
21127018,Mai Thua,Kien,26/7/2003,Nam,691457
21127019,Thai Tran,Lan,22/9/2003,Nu,203004
21127020,Duong Tran,Trang,12/2/2003,Nu,378869
21127021,Lam My,Dao,17/9/2003,Nu,717669
21127022,Ha Van,Vinh,9/6/2003,Nam,790457
21127023,Chau Thanh,Tuan,17/8/2003,Nam,641194
21127024,Lam My,Mai,20/11/2003,Nu,286225
22120001,Phan Phuong,Tuyet,12/8/2004,Nu,532442
22120002,Doan Thanh,Dung,4/3/2004,Nam,135320
22120003,Doan Uyen,My,10/1/2004,Nu,545292
22120004,Ho Xuan,Ngoc,5/8/2004,Nu,819608
22120005,Quach Tuan,Hoang,30/10/2004,Nam,147430
22120006,Ha Thi,Trang,20/5/2004,Nu,633261                                                                               
22120005,Quach Tuan,Hoang,30/10/2004,Nam,147430
22120006,Ha Thi,Trang,20/5/2004,Nu,633261
22120007,Pham Hoai,Quan,17/6/2004,Nam,632659
22120008,Tu Tu,Hue,24/1/2004,Nu,868116
22120009,Dinh Uyeng,Nhi,24/10/2004,Nu,522892
22120010,Le Ngoc,Nhi,7/5/2004,Nu,550007
22120011,Phung Thi,Hoai,9/6/2004,Nu,415282
22120012,Hoang Chau,Hien,25/7/2004,Nu,856864
22120013,Le Ngoc,Hanh,11/10/2004,Nu,933656
22120014,Pham Hoai,Binh,24/2/2004,Nam,198658
22120015,Vu Tuan,Hung,9/9/2004,Nam,758063
22120016,Thai My,Vinh,11/7/2004,Nam,526153
22120017,Cao Vu,Dung,9/12/2004,Nam,207750
22120018,Dang Kieu,Van,17/2/2004,Nu,761278
22120019,Dinh Van,Thien,11/10/2004,Nam,730607
22120020,Tran Thi,My,30/1/2004,Nu,495977
22120021,Tran Minh,Truong,24/4/2004,Nam,883170
22120022,Hoang Chau,Ngoc,26/3/2004,Nu,180388
22120023,Le Ngoc,Linh,28/8/2004,Nu,336923
22120024,Do Thi My,Tuyet,16/5/2004,Nu,202593
22120025,Duong Tran,Hien,26/5/2004,Nu,130129
22120026,Dao Cao,Hung,24/9/2004,Nam,521864
22120027,Trinh Thanh,Dung,10/9/2004,Nam,403530
22120028,Luu Quang,Vu,26/9/2004,Nam,474725
22120029,Dang Vinh,Lam,29/3/2004,Nam,577243
22120030,Doan Thanh,Long,27/9/2004,Nam,994111
22125001,Huynh Van,Binh,23/12/2004,Nam,971681
22125002,Bui Xuan,Quang,5/11/2004,Nam,264215
22125003,Bui Xuan,Son,19/4/2004,Nam,764731
22125004,To Huynh,Yen,19/3/2004,Nu,134398
22125005,Nguyen Van,Vu,26/10/2004,Nam,975288
22125006,Chau Thanh,Tuyet,22/11/2004,Nu,469857
22125007,Mai Thua,Son,6/8/2004,Nam,132130
22125008,Phan Phuong,Trang,9/4/2004,Nu,289815
22125009,Phung Thi,Hoai,16/12/2004,Nu,739335
22125010,Vo Cao,Huy,26/4/2004,Nam,254088
22125011,Pham Hoai,Tuan,13/9/2004,Nam,593756
22125012,Thai Tran,Ly,27/12/2004,Nu,765496
22125013,Ho Quy,Tuan,25/1/2004,Nam,774655
22125014,Mai Huyng,Ngoc,18/7/2004,Nu,356766
22125015,Doan Thanh,An,20/10/2004,Nam,274020
22125016,Trinh Vy,Tuyet,16/11/2004,Nu,246688
22125017,Luong Gia,Phuong,24/8/2004,Nu,744388
22125018,Tran Thi,Huong,26/2/2004,Nu,465823
22125019,Luong Gia,Tuyet,30/9/2004,Nu,414943
22125020,Nguyen Van,Thien,19/1/2004,Nam,449904
22125021,Le Tuan,Dat,3/8/2004,Nam,424064
22125022,Le Ngoc,Ha,11/8/2004,Nu,635302
22125023,Luu Ngoc,My,5/9/2004,Nu,767042
22125024,Phung Thi,Van,25/2/2004,Nu,468502
22125025,To Quach,Hung,30/9/2004,Nam,259610
22125026,Quach Tuan,Thanh,8/7/2004,Nam,737023
22125027,Do Hung,Hung,2/7/2004,Nam,774432
22125028,Thai Tran,Oanh,1/4/2004,Nu,968425
22125029,Nguyen Thi,Huong,4/4/2004,Nu,379441
22125030,Tran Minh,Tuan,4/9/2004,Nam,355485
22126001,Dao Anh,Uyen,27/3/2004,Nu,502638
22126002,Dao Cao,Phong,13/7/2004,Nam,461376
22126003,Lam Vu,Quang,27/12/2004,Nam,860370
22126004,Tran Thi,Hoai,22/8/2004,Nu,485956
22126005,Vo Thi,Hue,26/4/2004,Nu,827529
22126006,To Quach,Nghia,22/3/2004,Nam,897381
22126007,Huynh Van,Hung,1/8/2004,Nam,986691
22126008,Hua Vinh,Huy,19/4/2004,Nam,143461
22126009,Truong Ngoc,Hien,9/5/2004,Nu,716441
22126010,Dinh Uyeng,Nhi,18/6/2004,Nu,711042
22126011,Luu Quang,Long,27/11/2004,Nam,672872
22126012,Tran Thi,Huong,11/11/2004,Nu,988256
22126013,Ha Giang,Vinh,11/7/2004,Nam,425636
22126014,Doan Uyen,Huong,19/1/2004,Nu,360610
22126015,Ha Van,Truong,21/12/2004,Nam,985727
22126016,Luu Ngoc,Nhi,6/12/2004,Nu,941146
22126017,Vo Cao,Tuan,21/11/2004,Nam,947373
22126018,Dang Kieu,Ly,26/11/2004,Nu,623433
22126019,Doan Uyen,My,17/2/2004,Nu,356804
22126020,Ha Ho,Hue,30/8/2004,Nu,243067
22126021,Ho Xuan,Oanh,18/8/2004,Nu,189925
22126022,Huynh Van,Chi,23/1/2004,Nam,705074
22126023,Ly Van,Huy,23/6/2004,Nam,439142
22126024,Vo Cao,Thanh,5/1/2004,Nam,519424
22126025,Nguyen Thi,Uyen,30/9/2004,Nu,406748
22126026,Ho Xuan,Nhi,23/2/2004,Nu,235940
22126027,Tran Minh,Quang,27/1/2004,Nam,211930
22126028,Duong Dinh,Tuan,18/1/2004,Nam,540789
22126029,Ha Van,Quan,12/3/2004,Nam,493570
22126030,Huynh Thi,Hue,8/10/2004,Nu,399923
22127001,Cao Anh,Hue,17/9/2004,Nu,465426
22127002,Do Thi My,Anh,16/10/2004,Nu,682712
22127003,Ho Xuan,Anh,13/5/2004,Nu,995050
22127004,Duong Tran,Hien,26/9/2004,Nu,101911
22127005,Huynh Van,Dung,16/6/2004,Nam,963652
22127006,Mai Huyng,Huong,30/7/2004,Nu,712601                                                                            
22127005,Huynh Van,Dung,16/6/2004,Nam,963652
22127006,Mai Huyng,Huong,30/7/2004,Nu,712601
22127007,Doan Thanh,Nam,2/7/2004,Nam,528457
22127008,Ly Van,Huy,22/10/2004,Nam,354521
22127009,Dao Anh,Quynh,30/12/2004,Nu,823414
22127010,Ly Van,Khanh,16/12/2004,Nam,721894
22127011,Chau Thanh,Ha,12/7/2004,Nu,691666
22127012,Luu Quang,Dung,4/3/2004,Nam,570001
22127013,Huynh Van,Nghia,21/8/2004,Nam,903399
22127014,Ho Quy,Vinh,19/8/2004,Nam,434856
22127015,Phung Van,Khanh,5/9/2004,Nam,427374
22127016,Luong Gia,Mai,23/1/2004,Nu,555554
22127017,Chau Thanh,Dung,13/5/2004,Nam,390161
22127018,Phung Van,Hung,28/9/2004,Nam,987435
22127019,Cao Vu,Kien,30/4/2004,Nam,640010
22127020,Tu Quang,Lam,25/7/2004,Nam,760585
22127021,Ha Giang,Vu,21/12/2004,Nam,422532
22127022,Vo Cao,Vinh,1/5/2004,Nam,299273
22127023,Ly Van,Quan,4/3/2004,Nam,681199
22127024,Huynh Thi,Ha,28/10/2004,Nu,555485
22127025,Lam My,Linh,23/8/2004,Nu,244355
22127026,Truong Thanh,Minh,8/11/2004,Nam,552080
22127027,Huynh Van,Vinh,8/9/2004,Nam,566212
22127028,Duong Tran,Diem,1/5/2004,Nu,172926
22127029,Dao Cao,Truong,3/12/2004,Nam,597108
22127030,Dang Kieu,Linh,26/7/2004,Nu,612233
21120070,Nguyen Thanh,Duc,09/01/2004,Nam,193813
22120070,Nguyen Thanh,DUc,09/01/2004,Nam,381931
22120089,Do Xuan,Hai,12/12/2004,Nam,193131
22120081,Pham Thanh,Duy,12/12/2004,Nam,183921
21120099,Nguyen Van,Vu,09/09/2003,Nam,190938
22125091,Nguyen Van,A,01/01/2003,Nam,291851
22120070,Nguyen Thanh,Duc,09/01/2004,Nam,193812
